Level1,Level2,Level3,Total
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),290
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),902
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),2488
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),185
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),237
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),64
Felsőszintű képzés (0941),Felsőfokú oktatás (0942),"Hallgatói és oktatói ösztöndíjak, egyéb juttatások (094260)",260
Felsőszintű képzés (0941),Felsőfokú oktatás (0942),"Hallgatói és oktatói ösztöndíjak, egyéb juttatások (094260)",7721
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),31938
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),2804
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),20
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),50
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),2707
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),337
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),593
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),3302
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),102
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),9868
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),406
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),21
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),501
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),3030
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),312769
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),230
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),249
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),85367
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),531
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Ovodai intézményi étkeztetés (096010),143
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),72219
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),6757
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),1028
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),469
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),6404
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),356
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),677
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),5972
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),2491
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),22572
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),1033
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),123
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),1265
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),6572
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),13
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),30
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),586536
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),87
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),294
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),160245
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),560
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),772
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Iskolai intézményi étkeztetés (096020),208
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),10596
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),24
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),1399
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),21
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),2
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),23
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),3040
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),3
Szint alapján nem meghatározható oktatási szolgáltatások (0950),Oktatást kiegészítő szolgáltatások (0960),Köznevelési intézményben tanulók lakhatásának biztosítása (096030),1
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),9680
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),576
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),816
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),221
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),60
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),359
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),2682
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),149
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),151
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),564
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),103
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),407
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),3553
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),10
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),275
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),22
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),212
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),1318
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),460
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),434
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),101
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakszolgáltató tevékenység működtetési feladatai (098022),144
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakmai szolgáltatások működtetési feladatai (098032),47
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakmai szolgáltatások működtetési feladatai (098032),55
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakmai szolgáltatások működtetési feladatai (098032),28
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakmai szolgáltatások működtetési feladatai (098032),140
Oktatáshoz kapcsolódó K+F (0970),Máshová be nem sorolt oktatás (0980),Pedagógiai szakmai szolgáltatások működtetési feladatai (098032),38
Máshová be nem sorolt oktatás (0980),Betegség (1011),Szenvedélybetegek alacsonyküszöbű ellátása (101145),2000
Máshová be nem sorolt oktatás (0980),Betegség (1011),"Betegséggel kapcsolatos pénzbeli ellátások, támogatások (101150)",49532
Betegség (1011),Fogyatékosság (1012),Fogyatékossággal élők nappali ellátása (101221),14144
Betegség (1011),Fogyatékosság (1012),Fogyatékossággal élők nappali ellátása (101221),1105
Betegség (1011),Fogyatékosság (1012),Fogyatékossággal élők nappali ellátása (101221),372
